at_bfguid,prop_bfguid,prop_name,templateguid,val_bfguid
ce955cff-e499-4d65-9418-d2ed31e98c8e,df493e53-e0e2-4cd8-9bc3-56ea3c30bdb2,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,ec726d50-9b1c-4ca3-ab1a-2cefa1ddc221
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,49dbc54c-7285-40a6-a96c-a6b7ab3e47aa,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,50b54ca7-34d3-43a1-9e04-2755085ff7e7
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,6c2c31b0-b59b-416e-8ae9-1032af6677d9,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,d63346bd-4399-4ee8-9088-f8973b79ed21
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,edf778eb-ae23-4e64-81c1-e5071899dc46,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,2d291ecf-0fe6-4543-b66a-4aa96e7e4d9f
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,e1ba8782-217e-400b-82f4-c7bf4645ec1f,GebruiksurenActueel,a7c0b132-63ab-4a20-a834-05a871b74cd7,35afc03c-1504-420c-a9a9-744b33bfb89e
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,42cdc90f-c330-4fe8-ae9f-bca1233a5928,GebruiksurenLimiet,d3f93c15-afb1-46e9-a41e-56d8167ad71a,fbb8bb77-eb0c-434a-acc3-69bf63bebf70
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,4c77b250-5998-40e2-9da9-4a8176deb245,Scheefstandbeveiliging,fc0616df-2e93-495f-9606-617185fd2a8a,f77d3ae0-0b16-485b-bae8-955fac79c2d1
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,d8a9635c-a410-4f1c-9a14-80d08939f623,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,19ef84bc-aaf7-40d6-a80c-8f4bad3c58e9
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,2a27a018-7539-405a-a3f0-dc2fdb10a08d,TakelsAantal,ceaa9d76-1447-4822-9901-33a3d21c5258,8d0ebadf-732a-43f0-90fd-2e0ab0647f89
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,99a39012-9c56-42d7-b60c-48d1a9b40b28,TransportSubtype,d030fdf0-90e2-4043-8a48-05db6537cb7f,22e3d41e-8ca0-4a5d-b4e2-782e866ef9b8
d4d24a84-3bd1-4c9e-a213-bcfce3c0c62d,3a013e93-d23a-4c23-b6a7-5bf6823f6f48,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,f85f5db1-fa64-4872-adb9-d0c74da6477e
d4d54b18-f780-40c0-a99b-097063d54b22,a0c2549a-f74a-4c42-b5b6-4c71b8c69a2e,BrandweerOpslagtype,9df0755d-bc01-4150-840a-4aa761542494,9767d513-313e-422a-b1c0-887f6c6ddf49
d4d54b18-f780-40c0-a99b-097063d54b22,d73d728f-4132-416f-a21c-51c3c819b006,BrandwerendheidEis,146951e4-b512-43de-84db-4a300304e8ce,474e115c-82ba-4b47-a768-a8800e5c8892
d4d54b18-f780-40c0-a99b-097063d54b22,1618a035-c7b6-425d-8d55-ae07f66600b0,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,87183afe-e021-4165-b179-04bab5d6815b
d4d54b18-f780-40c0-a99b-097063d54b22,41091df5-4ba8-4f88-8648-52f9592d6bed,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,ced1a17e-7a69-4231-8136-c86d54e0b0f2
d4d54b18-f780-40c0-a99b-097063d54b22,5e639ce4-7013-468d-8578-5ddb050834be,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,7221fbde-c930-45ac-bc12-b00bd26eb761
d4d54b18-f780-40c0-a99b-097063d54b22,3a69a2f8-e97e-42ff-9f89-4f3b8ed22296,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,40c83a90-0003-4dc4-b5f2-b1a50685a106
d4d54b18-f780-40c0-a99b-097063d54b22,6839cd7f-983e-4469-a060-3406b68823f8,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,ef4de22e-1b2d-4002-bcf7-5cad60f03c4e
d6067b8b-028e-4aaf-8eda-5aa118d935d5,65fb9f46-d872-4da3-ad2c-ea66bd8766c7,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,02844f2c-2343-45cc-a67e-6c481ecc5bc9
d6067b8b-028e-4aaf-8eda-5aa118d935d5,abb6528b-70e6-4889-b34e-9324ba7041f4,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,f0910308-5e42-4f78-8786-a1325aeab744
d6067b8b-028e-4aaf-8eda-5aa118d935d5,377ab4c2-1085-42e4-938a-ab8afd1e9dfe,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,dd601856-6182-403f-9980-f673fcb8d06a
d6067b8b-028e-4aaf-8eda-5aa118d935d5,ffc8b100-a2a5-43ee-99b1-c2d8275469e6,SprinklerAantalKoppen,d3a84981-26a9-4980-b396-646f8cb3f9d6,70e92228-5881-4724-a92a-cacbd4018edf
d6067b8b-028e-4aaf-8eda-5aa118d935d5,62225253-0d39-4789-8c4a-a6723854e2fa,SprinklerPomptype,56aa368b-2bd1-4fca-bdb5-1b842d86ff64,9fd5a6a7-59b7-48fd-9a7c-f9677fc92e5c
d6067b8b-028e-4aaf-8eda-5aa118d935d5,8b8b1eaf-0e04-41ee-ab56-6118bc08eb7d,SprinklerTank,6dade333-ac33-4686-b420-5341107e45c1,ddf192a4-8528-440e-b5e4-a1c2738e1a90
d6067b8b-028e-4aaf-8eda-5aa118d935d5,85a0c6a3-6350-48d7-b363-ddad095a620d,SprinklerType,a7c6b7de-27c2-4fd5-a880-355861e5d931,0d3e1771-d171-4f93-85ff-0eaffcc87c0f
d6067b8b-028e-4aaf-8eda-5aa118d935d5,e9a826aa-ca3d-456e-b41a-6901de4fb57a,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,0894759c-dc42-4ec9-9de2-80c4b02aa6dc
d6067b8b-028e-4aaf-8eda-5aa118d935d5,fcc3d08c-5e42-4b5e-8867-6842bb14ac41,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,cd40745b-012c-4f92-ba27-513600ba3113
d96c86bb-3760-404a-9a67-1cbf764ca78b,8ee0dc96-c51b-45c3-b833-d2bb89335738,AantalSirenes,cd581019-67dd-4a10-b890-ab65b5a4eb25,82a8c7fc-7f26-4569-8012-bc33dd4f8004
d96c86bb-3760-404a-9a67-1cbf764ca78b,1473c4cf-1cc7-4c40-a3ea-8ea19d86be6e,Alarmtype,6584aa92-2cb2-4a4f-b3ee-0f5af5b19b70,b159ac6a-7f07-4864-9d7b-0ec4f060f902
d96c86bb-3760-404a-9a67-1cbf764ca78b,a6d20ef9-ee10-4e00-a0d7-b99960a2c279,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,ad7ee684-f144-4059-a712-2c9660e584b6
d96c86bb-3760-404a-9a67-1cbf764ca78b,d0b60c4f-c7c5-46d0-a3a9-2bf622f2775b,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,4025cee2-7263-45e5-9ab5-ef87e08c6ca7
d96c86bb-3760-404a-9a67-1cbf764ca78b,0f391d5a-d845-4073-8c7c-c633b224c638,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,b1a20969-33f2-45b4-8615-175e31321995
d96c86bb-3760-404a-9a67-1cbf764ca78b,f975f670-3cc0-4ed2-a9b6-fa30cb4b8a3e,DoormeldingBrandweer,d8a98565-f5b3-4eb6-94a8-4e218c0cf7eb,de9d0220-d355-41d7-9c3b-ece22110511f
d96c86bb-3760-404a-9a67-1cbf764ca78b,5adf08f9-4780-4f57-88a6-8c405b73b3ec,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,d5e687d9-a82a-4681-88ad-405d78b14304
d96c86bb-3760-404a-9a67-1cbf764ca78b,464fb146-1c46-4ad3-aae2-3b2afbec7a47,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,2ef546b9-9a58-4112-842d-af617de3c205
da7bd6a7-b009-4b61-9f01-bae475efe8b8,52ba87d6-456e-4fb9-bea3-a3db2e831496,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,47a176ea-ce9c-47d1-b9b6-25fed0f12ee8
da7bd6a7-b009-4b61-9f01-bae475efe8b8,9ce0570b-842a-4bbe-8fcc-5b6e35bd397f,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,f9e8d7fd-35a0-4bd0-b7b5-cc058eb7999b
da7bd6a7-b009-4b61-9f01-bae475efe8b8,5490197e-29ea-45bc-849b-426a3a1d02f0,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,6a2bb998-1902-44c0-91d0-e6ac6301807e
da7bd6a7-b009-4b61-9f01-bae475efe8b8,73d1cdba-3259-4524-9663-655156eef5c1,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,34a5895b-df5f-4e8a-9a26-273ba41370ec
da7bd6a7-b009-4b61-9f01-bae475efe8b8,2f152738-e4af-4059-b7f5-2829d4787db3,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,ba76ef24-f033-4d69-a9dc-e68b6717629b
db819908-ee93-4a0e-862c-22e00ee0a6b2,6c87bb27-22ad-467c-b48f-d3d13c8ec1f1,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,c5cb4dd5-a325-44b1-a62f-49cda253d19c
db819908-ee93-4a0e-862c-22e00ee0a6b2,b05c1b47-8513-4d9a-bfb9-c42189360611,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,40273238-35a3-4126-b25a-b73af2cdf21d
db819908-ee93-4a0e-862c-22e00ee0a6b2,01a4aba9-2c6e-484e-80e9-0ef921a98530,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,2a2c199f-10c5-4b09-a886-e4cc62dfe243
db819908-ee93-4a0e-862c-22e00ee0a6b2,1b7acdf7-e0b0-4d79-b6c5-bdd782f4d139,Laadmodus,e18bc3d8-0a94-4033-8310-1171be53cda5,f67f560b-b8b5-4fd8-84c5-69edff4d9a49
db819908-ee93-4a0e-862c-22e00ee0a6b2,663b9437-f93a-4b6a-8798-9541c48049af,LaatsteInspectieDatum,765b3c0b-3939-4838-8193-8843fff86d62,c8d7c9f1-0a54-4696-a9d8-6216f1d69419
db819908-ee93-4a0e-862c-22e00ee0a6b2,db5d7f9e-3fb0-42ee-8b20-4e0caeda589d,Locatietype,5faae041-e683-4514-98f8-83e991d5cc5d,c5667e4a-01ea-45c5-8f6a-38a6e3d28cd5
db819908-ee93-4a0e-862c-22e00ee0a6b2,b1b740f2-5f30-4438-82bc-85425cc34400,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,fa06e66c-564e-43c3-a9da-e88f58507f5a
db819908-ee93-4a0e-862c-22e00ee0a6b2,a286425a-21c2-4ed7-9026-6935e90b377a,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,1b6d89b9-8886-412d-be3b-ac6087d68928
dcafc778-acad-4dea-b34a-6a9d141e889c,a161d452-7842-4adf-82a7-e1f570b73215,BblVergunningplichtig,b32f053c-f0a4-4980-9718-c50e2779c072,77a847da-25e6-4351-895f-345c62d6f114
dcafc778-acad-4dea-b34a-6a9d141e889c,91a14e62-666b-402d-a938-92c68f7745ba,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,722c4cfb-88e7-463e-82eb-a5aa485ed24e
dcafc778-acad-4dea-b34a-6a9d141e889c,9bcb0efc-f6b3-4796-be7d-420134b4cdb0,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,789ecf3c-94af-499c-9614-c0c99f342864
dcafc778-acad-4dea-b34a-6a9d141e889c,056fa674-7a1a-44f0-8b9b-0bc50643771d,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,3731f466-5229-4dee-85e1-70f8859c5441
dcafc778-acad-4dea-b34a-6a9d141e889c,9ed8d76d-f1e1-4c98-9e9a-e186a49c1e00,DoormeldingBrandweer,d8a98565-f5b3-4eb6-94a8-4e218c0cf7eb,5da71bcf-3b45-4624-870b-334a5d3d63d3
dcafc778-acad-4dea-b34a-6a9d141e889c,b8b38c00-2e46-45ad-b436-ca719738b41f,Gevolgklasse,b96f5f3f-aad8-4de0-9156-0fff26b36c6e,d318c297-74cf-4892-809c-732ddfe4154d
dcafc778-acad-4dea-b34a-6a9d141e889c,4495b201-5aef-4067-845d-b9e2b4831f6b,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,c61a5669-a646-495a-b521-772d6433498a
dcafc778-acad-4dea-b34a-6a9d141e889c,fe7c745b-586f-401f-88bd-47467b9ce378,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,44902b07-1c86-44f7-bcfd-1657c7e1676e
dcafc778-acad-4dea-b34a-6a9d141e889c,d7053529-b60e-467f-8f73-ebdb1b18fc95,WettelijkRegime,06aa75dd-b758-4fee-841a-9e7ee1c519ae,3ba0a12b-e212-4690-a78d-15d33a51b2f8
dea7eefc-9fdd-4eea-9895-53db3a09eacb,339d280c-97cd-49c9-ba41-3b6700dbc435,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,64005c1c-ac38-4475-9718-b4e33efb269d
dea7eefc-9fdd-4eea-9895-53db3a09eacb,b2d64266-3a07-401e-8499-15f4b1bd7c1b,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,847d8e09-fe7d-4a21-8a47-dafb7555a824
dea7eefc-9fdd-4eea-9895-53db3a09eacb,7f1129ee-a703-420f-9119-8186092641db,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,273c4702-eb19-4b32-89f0-cfb896b78bff
dea7eefc-9fdd-4eea-9895-53db3a09eacb,b5e9a0c6-5a92-4731-adba-44fa7c0f61dd,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,db516321-cec5-4eb1-8159-ecf5686005b0
dea7eefc-9fdd-4eea-9895-53db3a09eacb,c566ef9c-cb03-4cda-a6d8-859f87d14d55,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,c9ec29cc-20a8-4ff3-95d4-c397092795a1
e017e647-bf44-4966-8a4f-8b6910e81e26,0f2c54be-3c5e-4c5c-900e-80b1fe242213,AantalAansluitpunten,ba6a2463-f0aa-4125-9202-faf4397781ae,8baa5423-dc4c-43ab-96ac-e92361dc7901
e017e647-bf44-4966-8a4f-8b6910e81e26,7860f77c-4f47-48fd-8c27-d8e8e1da26b2,AantalVerdiepingenBediend,f8ff7e84-5a29-4eb9-b323-f60263553007,7005d832-b7c8-4b26-918a-bd1a854bbc14
e017e647-bf44-4966-8a4f-8b6910e81e26,0866aa5f-eded-4d73-b501-9c8cfb294659,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,2263d634-a759-4f10-8a87-c77ba489dedf
e017e647-bf44-4966-8a4f-8b6910e81e26,d6128039-a407-4efb-9c9d-bc2b40115f1b,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,b8cb71d4-c37e-4be4-89a1-501c10fdff81
e017e647-bf44-4966-8a4f-8b6910e81e26,6726e410-f69b-4630-a767-7bed643b078e,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,ca2ca6fc-de32-41d3-bed9-d069b2bb5d7b
e017e647-bf44-4966-8a4f-8b6910e81e26,bdbb3623-300d-4a09-ad51-424253e4b25f,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,64c13eea-cee4-40a4-9170-9943d07d88b3
e017e647-bf44-4966-8a4f-8b6910e81e26,71f9b62f-2f99-457a-9dc1-0e564ba722d9,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,e681f979-9a6a-4b36-831a-9aba4626e913
e13328f8-6cc0-4b16-abd9-286d9f3d0536,2453aa9c-608b-4e88-909c-011c69366f8f,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,8a571c8a-1cbd-441b-9106-6c6e914323a1
e13328f8-6cc0-4b16-abd9-286d9f3d0536,a398a050-8175-4bd3-a2c7-9f9fc837093f,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,3f8283d7-492d-411a-ad8a-194e53e63c84
e13328f8-6cc0-4b16-abd9-286d9f3d0536,52a6d6e3-171e-4459-a87d-52085974309a,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,b8269236-3e15-46ab-a1c7-42439cb8e1ed
e13328f8-6cc0-4b16-abd9-286d9f3d0536,66a6c408-6095-4af4-ae77-6274da320390,PersonenEnGoederen,948007c5-e683-4a7c-bc35-28b5b86c3668,3d74cb7c-29a6-465a-9e71-142fab74147c
e13328f8-6cc0-4b16-abd9-286d9f3d0536,c354524e-09f3-4bab-9677-c64e67504c3d,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,8b190369-8314-4116-8c7b-724c38a2f86f
e13328f8-6cc0-4b16-abd9-286d9f3d0536,7bfba673-48ca-4d64-a980-07713d13c613,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,a45b96b3-31ed-4c0f-a9b9-72c37c87fd69
e327921f-c276-4c7e-bd7a-eee0499901da,2a78cf60-4638-4ebc-9c6a-099f484fa02e,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,4dfa7beb-be71-4b01-9852-6ecbbaa1b7cc
e327921f-c276-4c7e-bd7a-eee0499901da,9d57b527-8a85-4cb1-8b72-206cd89248af,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,7216f879-4715-4476-98cc-f77f8e3d7626
e327921f-c276-4c7e-bd7a-eee0499901da,ffcbe775-e171-4b00-b417-f0757ac9d7e3,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,7233ba9e-d9fc-4ff8-8365-6806b48841e5
e327921f-c276-4c7e-bd7a-eee0499901da,86327750-6ae4-443b-82ea-1d9202ed6698,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,874bb7e6-4dea-4550-907f-6f638616e831
e327921f-c276-4c7e-bd7a-eee0499901da,55cc61cd-308b-4ff8-91aa-703b96318d44,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,8268aaa9-3d62-42ce-9e7d-1f89b5a0534b
e38e2d03-1529-485b-983d-7c7a68f103c1,c2b558c0-b9c8-47b4-af74-be2516ba8260,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,c420b281-f409-46c1-bfed-aec1c242334e
e38e2d03-1529-485b-983d-7c7a68f103c1,266e095a-6021-4774-8b91-fe4d0f99507e,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,92307264-4c49-4c5b-9e36-4131b84e591f
e38e2d03-1529-485b-983d-7c7a68f103c1,7dfa00f8-f601-403a-b1f0-c3eeeb7ad8e9,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,374998a3-9c05-4530-91af-c9fef70d97f7
e38e2d03-1529-485b-983d-7c7a68f103c1,b82c4d2b-77d7-417d-9c51-a33dfbd8ddce,DoormeldingBrandweer,d8a98565-f5b3-4eb6-94a8-4e218c0cf7eb,be07782f-17c8-42f7-9ab5-a36613899572
e38e2d03-1529-485b-983d-7c7a68f103c1,95cf50ef-64c6-41cd-9461-b626cb860e18,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,96c39d89-0053-4dbf-a5ca-8e4efe6ee92a
e38e2d03-1529-485b-983d-7c7a68f103c1,f5feab6e-583c-4981-932e-5a86bf7ab17f,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,a383068d-75c9-49f5-b84a-080beb57c2f0
e38e2d03-1529-485b-983d-7c7a68f103c1,59b90eb7-df37-43bb-8bfd-69f4c237267d,WettelijkRegime,06aa75dd-b758-4fee-841a-9e7ee1c519ae,98a5a725-6659-422e-bf29-119d429ae513
e64de92a-132c-4643-8155-1be0796c83e5,6d58ebf6-a3b7-488d-8218-483dd7628d20,AantalMelders,ad4f8214-921b-4797-b439-516e8ce9f9ca,e3f0891d-53c3-4948-8275-870089a2925c
e64de92a-132c-4643-8155-1be0796c83e5,ae2de5c4-40fe-4bf4-8c84-484406a3b39f,AantalMeldgroepen,9fc2c423-fa95-4ebe-ad2a-eba61cf0ff98,c5aab9af-5040-4125-b9c6-9142ef38ba1a
e64de92a-132c-4643-8155-1be0796c83e5,426fb6a1-905b-43fd-8b24-cb32ced721eb,Bewakingsomvang,231c2ee8-a982-4d21-8b8f-1250badc1c58,0c33cae3-af61-4da6-882e-d94e56aac806
e64de92a-132c-4643-8155-1be0796c83e5,5b8fa4a5-26ee-46a7-af0d-6964236d92ac,CentraleType,2ebd1319-1826-4067-9b24-3f6bdbf2360f,7bf7eba3-2e3d-421d-a527-bdcd60797f34
e64de92a-132c-4643-8155-1be0796c83e5,ab4eb4b8-eebe-4583-ac95-4266d68d76c6,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,4bf094e6-3585-4eb9-a285-938a72bcb273
e64de92a-132c-4643-8155-1be0796c83e5,84bf4b3a-4e53-4baa-bcd6-27621010d9a7,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,97459473-ff87-4bcd-9780-6e38dbfd6539
e64de92a-132c-4643-8155-1be0796c83e5,790fba01-3c47-4b25-ad40-e459b6843a7b,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,d18c4cd5-b363-4fda-a6b0-422c9b2f0883
e64de92a-132c-4643-8155-1be0796c83e5,9b4fd7be-5df5-4a21-84ac-228e49436307,DoormeldingBrandweer,d8a98565-f5b3-4eb6-94a8-4e218c0cf7eb,bc39dfb3-52f0-4db2-804a-8faf57b08fd5
e64de92a-132c-4643-8155-1be0796c83e5,f6dd14f7-bef2-4619-9b9c-9d6deaf1ad0a,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,f8960829-e78c-4b3e-a1ab-26649f5bd096
e64de92a-132c-4643-8155-1be0796c83e5,21cab586-575b-4a2e-a33d-f6d8a59a819e,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,e2e2a2dd-fcb3-48fd-8fde-6194d6f8bd53
ead42f29-98d2-4675-a06a-9c60bdfb285e,7dea5e01-570b-4f18-aa2b-9022ac795854,BeveiligingType,60614ccf-930f-466f-8f45-4432b76bee69,175f74af-641b-474f-833d-f3639d98bb46
ead42f29-98d2-4675-a06a-9c60bdfb285e,90c671fc-65bc-4f0c-a2d1-397e984d07a1,Beveiligingsklasse,23ef0e6e-5e4a-47b4-a501-46d35fb177dd,718b421b-5db3-43f5-8b3b-afcd19559d11
ead42f29-98d2-4675-a06a-9c60bdfb285e,4ffbe2c6-2d2b-4c51-a857-0db501a036e9,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,3b84dad5-1fae-44d4-bc9a-8d9db933abbc
ead42f29-98d2-4675-a06a-9c60bdfb285e,7f381dab-d815-4420-a9b9-7c47e85ab79a,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,67f51e90-11b8-432f-8019-d5627b14bf12
ead42f29-98d2-4675-a06a-9c60bdfb285e,c0729810-65aa-4551-bee0-1c46d7fb8aac,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,3d42528e-1cf5-4969-8a2b-0ec477a194f8
ead42f29-98d2-4675-a06a-9c60bdfb285e,e66054e8-f1cd-4827-bead-1eff5dfb3ef9,InbraakKlasse,46bcd216-2918-4c2e-b853-436b3eea4345,288dd4c1-9b9a-44e2-98d5-3f5a353e4f3e
ead42f29-98d2-4675-a06a-9c60bdfb285e,90475a5c-e6cf-4530-bd37-b7abe5d21ee1,KritischeOmstandigheden,687b887e-9963-48f1-b96f-3be57ea69182,6611be07-584b-40b7-90d7-196c210de32a
ead42f29-98d2-4675-a06a-9c60bdfb285e,67b1271b-5d49-461b-bbfc-b22e805aab7a,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,d503c75b-37d3-452f-80f2-292005971145
ead42f29-98d2-4675-a06a-9c60bdfb285e,ada38fb0-8929-489f-b1c7-7e328087bbce,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,852da359-6c18-458b-9117-54fa0565e536
f70f653e-fcd0-4b3c-9539-1966af5564c8,8dd42d51-73b5-45eb-a5ef-85b50f7bb045,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,2b4231f8-f3fa-4007-ab81-ae164e7ff824
f70f653e-fcd0-4b3c-9539-1966af5564c8,71462cc9-56af-4605-9ace-93bd1c06d85c,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,bf6a3fa1-d266-4140-9cf0-232c22b72894
f70f653e-fcd0-4b3c-9539-1966af5564c8,732f3df7-0afd-4af6-9af6-41de320cb4a5,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,799cf01d-cabf-4a43-a67b-fb0db7e85efe
f70f653e-fcd0-4b3c-9539-1966af5564c8,ea870e8e-3c9b-4a12-8f28-b22ad66985e4,LaatsteInspectieDatum,765b3c0b-3939-4838-8193-8843fff86d62,27813117-0665-4d3a-a3f7-16bb9825dc29
f70f653e-fcd0-4b3c-9539-1966af5564c8,f3274736-3e84-46db-b15b-9e09af3d86e6,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,807c2005-2070-4af2-9e09-b0864c991f0b
f70f653e-fcd0-4b3c-9539-1966af5564c8,a3f28233-5941-40c3-abd6-095b832be1d9,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,154573f2-327b-4e0e-9a58-590302a610e1
f7ee81b0-308b-4966-9e8b-47896997f704,94073f7d-a56d-451a-9191-ade5675bee22,BblVergunningplichtig,b32f053c-f0a4-4980-9718-c50e2779c072,63fbe27b-b40d-41cc-a1d4-099b74b72736
f7ee81b0-308b-4966-9e8b-47896997f704,69761957-cbe3-4f17-b3dc-2c695ecb7114,Cluster,df924529-32dc-44d9-8311-ff39d2ce89e0,b58b76eb-de9d-4b35-a881-cc4f4e88c84e
f7ee81b0-308b-4966-9e8b-47896997f704,6f9024f3-d5ca-406b-b4d2-e7126959147b,ComplianceStatus,5f1eed38-eab7-4f29-8abb-08900852ed25,2fbd42cb-c9db-4e08-a0ca-4d4e4674c4b8
f7ee81b0-308b-4966-9e8b-47896997f704,e19f3a3e-eae8-4fde-a960-6cfbfaca161b,DagenTotDeadline,4f203526-4f95-45c4-bbd7-9aa4cfde09d5,907f3180-03e9-4789-aaab-0e56f797cbf7
f7ee81b0-308b-4966-9e8b-47896997f704,ef712dc3-6153-4791-8225-76c76e2826ee,DoormeldingBrandweer,d8a98565-f5b3-4eb6-94a8-4e218c0cf7eb,e92c534c-0326-4f6b-940b-3b6e1791c163
f7ee81b0-308b-4966-9e8b-47896997f704,fb58b188-5967-4669-b5f2-725c791cdd4b,Schadeklasse,fca0f332-dbaf-43a5-9a77-896d7bd9d7dd,4c5c2f27-5f4b-4d17-88be-088ee5f61172
f7ee81b0-308b-4966-9e8b-47896997f704,aae1a35a-7689-45f6-a5d8-0a4c9677ed10,Subtype,b0ef9956-17f2-4d7f-bff2-ba26a8952c7c,6f66fdf3-c579-4769-b05e-c316dc127455
f7ee81b0-308b-4966-9e8b-47896997f704,376d1bc9-dc10-4fe7-bab0-dd4fc678334c,VolgendeKeuring,9675199f-99ba-40be-b835-78585cd5503e,bdafc9bb-ffc3-4a8b-9c0c-f1d405315ef7
